,nct_id,smiless_first,block_desc,PCA1,PCA2
5481,NCT00624195,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Factors influencing health status and contact with health services,-0.7018743966192965,0.9893059648466795
5482,NCT00697996,ClCCN(CCCl)P1(=O)NCCCO1,Diseases of the genitourinary system,-1.098500051706053,-1.981432611503475
5483,NCT00062257,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,Neoplasms,-0.802261311337114,-0.1679195858348782
5484,NCT01254773,C#CC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C23)=C1,Diseases of the nervous system,-0.7480638689825254,-0.5615204159840368
5485,NCT01428453,COCCN1CCC(CC1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C(SCC2=C(F)C(F)=CC=C2)=CC(=O)C2=C1C=CC=C2,Diseases of the nervous system,0.12041945277982656,1.0663347360793893
5486,NCT01573624,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,Diseases of the respiratory system,-0.8396339258076619,-0.21568641960756862
5487,NCT00678457,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,Mental and behavioural disorders,0.06063748818103719,0.11983177969479383
5488,NCT00308282,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
5489,NCT00531453,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,others,-1.0706663976917161,0.8565290614636054
5490,NCT00570089,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,Diseases of the circulatory system,-0.9215970093818491,0.7104545136273295
5491,NCT00089349,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,others,-1.3465306248499562,-0.5043566674045592
5492,NCT00003642,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Neoplasms,-0.3288316544642889,7.376610360978347
5493,NCT01818921,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C1=CC=C(OCCN(C)C)C=C1,"Endocrine, nutritional and metabolic diseases",-1.1015044803138894,0.6637357032265938
5494,NCT00462332,ClCCN(CCCl)P1(=O)NCCCO1,others,-1.098500051706053,-1.981432611503475
5495,NCT00424346,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
5496,NCT00371345,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,others,-0.38091039246649167,0.14321121156230038
5497,NCT00205634,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,"Endocrine, nutritional and metabolic diseases",-0.9295849531890813,0.6153336266199386
5498,NCT00674466,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
5499,NCT00210366,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,"Injury, poisoning and certain other consequences of external causes",-0.24239217679879643,0.7341257898772889
5500,NCT00525213,CN(C)CCNC(=O)CN1C2=C(C=C(Cl)C=C2)C2=C1N=C1C=C(C)C(C)=CC1=N2,Diseases of the musculoskeletal system and connective tissue,-1.0788498733075111,-0.2367406127140633
5501,NCT00124449,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the musculoskeletal system and connective tissue,0.29769738441309923,1.5437151604170485
5502,NCT00613951,[Na+].[Na+].[O-]P([O-])(F)=O,"Endocrine, nutritional and metabolic diseases",-1.138879934218746,-1.580748872962933
5503,NCT00498043,CCO,"Injury, poisoning and certain other consequences of external causes",-1.1583922701527885,-1.1521107386348564
5504,NCT02591836,CC(C)(CCCCOCCCCC(C)(C)C(O)=O)C(O)=O,"Endocrine, nutritional and metabolic diseases",-1.2439852315149782,-0.772602034872339
5505,NCT01009060,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Mental and behavioural disorders,5.463519278873624,-0.21983167166465592
5506,NCT00368927,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,External causes of morbidity and mortality,-0.9892568257679774,-0.424955441241441
5507,NCT00592995,CN(CC(O)=O)C(N)=N,Diseases of the nervous system,-1.1836739969727126,-1.2178259103422653
5508,NCT00088218,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,others,-1.0706663976917161,0.8565290614636054
5509,NCT00299286,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,others,-0.8852671097303823,-0.2873293360773544
5510,NCT00551070,CN1C=NC2=C1C=C(C(O)=NOCCO)C(NC1=C(Cl)C=C(Br)C=C1)=C2F,Neoplasms,-1.1883577582285194,-0.35963334665742197
5511,NCT00671073,CS(=O)(=O)NC1=CC2=C(OC3=C2C(=CC=C3OC(F)F)C(=O)NC2=C(Cl)C=NC=C2Cl)C=C1,Diseases of the respiratory system,-1.5904142452136463,-0.11437239110966299
5512,NCT00244998,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],others,-0.9194050485189921,0.09630476463898632
5513,NCT00542425,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
5514,NCT01457846,COC1=CC(OC)=CC(CCC2=CC(NC(=O)C3=CC=C(C=C3)N3C[C@H](C)N[C@H](C)C3)=NN2)=C1,Neoplasms,-0.6493166417637743,0.4527374174392894
5515,NCT00622193,CN(C)N(C)C(=O)[C@@]1(CC2=CC=CC=C2)CCCN(C1)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,Neoplasms,-0.2606995681439115,0.9278399227981058
5516,NCT00593879,CNC1(C)C2CCC(C2)C1(C)C,Mental and behavioural disorders,-0.7600648028569394,-0.43817104940656443
5517,NCT00372073,CC[C@H](CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1,others,-0.9486969843274744,-0.009814017177865177
5518,NCT00503516,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,Diseases of the nervous system,-1.017151490185339,0.6199405155619023
5519,NCT00210028,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,others,-0.3673643361818075,0.0231828976651772
5520,NCT00654420,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,Neoplasms,-0.8432645667411695,-0.13236164327527103
5521,NCT01018875,O=S(=O)(C1=CC=CC=C1)C1=CN=C2C(C=CC=C2N2CCNCC2)=C1,Diseases of the nervous system,-0.3964137329309814,-0.22538807992208945
5522,NCT01215266,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Neoplasms,-1.628375659939232,-0.49884344537761477
5523,NCT00385437,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,Other,-0.1250726672818357,0.17450913292679987
5524,NCT01120470,COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5C(COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(CO)OC(C8OCCOC)N8C=NC9=C8NC(=N)N=C9O)OC(C7OCCOC)N7C=NC8=C7NC(=N)N=C8O)OC(C6OCCOC)N6C=NC7=C6NC(=N)N=C7O)OC(C5OCCOC)N5C=NC6=C(N)N=CN=C56)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=C(C)C(O)=NC5=O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)OC(C4OCCOC)N4C=C(C)C(O)=NC4=O)OC(C3OCCOC)N3C=C(C)C(=N)N=C3O)OC(C2OCCOC)N2C=NC3=C(N)N=CN=C23)OC1N1C=C(C)C(O)=NC1=O,others,-0.9479811816228297,0.30741534134182436
5525,NCT01012895,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,Certain infectious and parasitic diseases,-0.5217903281841689,0.6929359616276958
5526,NCT00006092,O=[As]O[As]=O,others,-1.1180666887551824,-1.2484208991533465
5527,NCT01203644,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Diseases of the digestive system,-0.2783471936720171,0.2957250894972928
5528,NCT00537420,[Na+].[Cl-],"Endocrine, nutritional and metabolic diseases",-1.0944188253730376,-1.5724056363950196
5529,NCT01189253,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,others,-0.383866308401845,1.605677730920875
5530,NCT01073228,ClC1=C2SC(=CC2=CC=C1)C(=O)N[C@H]1CN2CCC1CC2,Diseases of the nervous system,-0.4684406259960723,0.07882444121057983
5531,NCT00565981,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,others,-1.015580802414224,-0.6658495805573108
5532,NCT00550277,[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,Neoplasms,-1.1263526577745315,0.28765438311727465
5533,NCT00588900,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,Neoplasms,-0.6767758629321732,0.7073497934039947
5534,NCT00577980,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,others,-0.5961344519796348,0.1819470705156754
5535,NCT00633022,CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,Diseases of the circulatory system,-1.0069488693680535,-0.17445871217234893
5536,NCT00695565,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,Diseases of the nervous system,-0.9105684223029803,0.018988411239558287
5537,NCT00468442,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,"Endocrine, nutritional and metabolic diseases",-0.9314323212613904,0.029621613681521535
5538,NCT00162123,COC1=CC=CC=C1OCC(O)CO,Neoplasms,-1.054216369172133,-0.0445072296300479
5539,NCT01696071,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,Diseases of the respiratory system,-1.0250201374058083,0.19798800577811673
5540,NCT02948582,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Diseases of the respiratory system,-0.5791833756612931,0.22136719943447022
5541,NCT00527735,COC1=CC=CC=C1OCC(O)CO,others,-1.054216369172133,-0.0445072296300479
5542,NCT01691313,FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Diseases of the circulatory system,-0.3750623287809017,-0.18226449676972342
5543,NCT00210184,[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,Neoplasms,-0.8211056325184963,0.13000035185601957
5544,NCT00129753,N[C@@H](CCCNC(N)=N)C(O)=O,others,-1.1721690204145794,-1.3030337442824906
5545,NCT00567710,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Mental and behavioural disorders,5.463519278873624,-0.21983167166465592
5546,NCT00062101,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,others,-0.8432645667411695,-0.13236164327527103
5547,NCT00530452,CC1(C)OC(=C(C1=O)C1=CC=CC(F)=C1)C1=CC=C(C=C1)S(N)(=O)=O,Diseases of the musculoskeletal system and connective tissue,-0.5574564921183044,-0.19035892442842114
5548,NCT00698685,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,others,-0.9743533270430813,-0.4056511457689049
5549,NCT01751984,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,"Endocrine, nutritional and metabolic diseases",-1.2307554847391378,-0.941932616628049
5550,NCT00027586,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,Neoplasms,-0.7625131610612504,0.18557961807245518
5551,NCT01450683,[Na+].[Cl-],others,-1.0944188253730376,-1.5724056363950196
5552,NCT00225992,O=[As]O[As]=O,Neoplasms,-1.1180666887551824,-1.2484208991533465
5553,NCT00410826,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,Neoplasms,-0.8432645667411695,-0.13236164327527103
5554,NCT01458535,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,Other,-0.574992220162097,1.723779699842609
5555,NCT00530335,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,Mental and behavioural disorders,-0.8292271138561934,-0.3530979534468397
5556,NCT01201837,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the circulatory system,5.463519278873624,-0.21983167166465592
5557,NCT01589432,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
5558,NCT00319319,CNC1(C)C2CCC(C2)C1(C)C,Mental and behavioural disorders,-0.7600648028569394,-0.43817104940656443
5559,NCT00647192,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,Diseases of the circulatory system,-1.1266277208384805,0.7791645319318091
5560,NCT01313520,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
5561,NCT01228838,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,Certain infectious and parasitic diseases,-1.4226173927040695,0.22623915915656184
5562,NCT01476202,CC(=O)NC1=CC=C(O)C=C1,External causes of morbidity and mortality,-1.235891703134306,-0.6192463600845571
5563,NCT00483509,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,others,-0.383866308401845,1.605677730920875
5564,NCT01400958,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",-0.8554001734240706,-0.5450955214199832
5565,NCT00592475,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Diseases of the digestive system,-0.9782464009091814,0.2800829796550524
5566,NCT00202592,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,Diseases of the circulatory system,-0.8740268670596835,0.30492998381679837
5567,NCT01263509,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
5568,NCT00740181,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,others,-0.3288316544642889,7.376610360978347
5569,NCT01486849,CCC(CC)N1C(=O)NC2=NC=C(N=C12)C#C,Diseases of the nervous system,-0.8581948969765183,-0.4802937215323552
5570,NCT01394211,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,others,-0.26400035202781197,-0.7433080546012076
5571,NCT01118949,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,Diseases of the nervous system,-1.016534876626004,0.21758790425023342
5572,NCT01293669,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
5573,NCT00499265,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Neoplasms,-0.7379819392185127,-0.3078814893030372
5574,NCT00232206,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Neoplasms,-0.3288316544642889,7.376610360978347
5575,NCT00687271,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"Endocrine, nutritional and metabolic diseases",-0.21939230437089272,-0.12754439881770716
5576,NCT00614523,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Neoplasms,5.463519278873624,-0.21983167166465592
5577,NCT01157377,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the genitourinary system,5.463519278873624,-0.21983167166465592
5578,NCT01501604,FC(F)(F)C1=CC(=N)NC=C1C1=CC(=NC(=N1)N1CCOCC1)N1CCOCC1,others,-0.7509084445577415,-0.5509345749202009
5579,NCT00208949,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,"Endocrine, nutritional and metabolic diseases",-0.4234859210677717,-0.803743930561401
5580,NCT00599313,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,others,-0.807819337662826,-0.05049118082735927
5581,NCT00625352,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Neoplasms,-0.7379819392185127,-0.3078814893030372
5582,NCT01117584,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(F)C(CC2=CC3=CC=CC=C3S2)=C1,"Endocrine, nutritional and metabolic diseases",-0.5785935904708432,-0.5299617164558171
5583,NCT00474240,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"Endocrine, nutritional and metabolic diseases",-0.21939230437089272,-0.12754439881770716
5584,NCT00387127,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,others,-1.19803097248828,-0.1999520501213185
5585,NCT00268489,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O,others,-1.1665563015012472,-0.4906588669031697
5586,NCT00485485,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,others,-0.7625131610612504,0.18557961807245518
5587,NCT00547157,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Neoplasms,-0.7379819392185127,-0.3078814893030372
5588,NCT01055301,ClCCN(CCCl)P1(=O)NCCCO1,others,-1.098500051706053,-1.981432611503475
5589,NCT01221831,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Factors influencing health status and contact with health services,5.463519278873624,-0.21983167166465592
5590,NCT00113373,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,Neoplasms,-1.19803097248828,-0.1999520501213185
5591,NCT00526669,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,Certain infectious and parasitic diseases,-1.3656877220925259,0.35254019265794617
5592,NCT00636792,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,"Injury, poisoning and certain other consequences of external causes",-0.7355267612295413,-0.6529759009291193
5593,NCT00088634,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,Mental and behavioural disorders,0.22099842883686702,0.2314968450848045
5594,NCT00100178,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,"Endocrine, nutritional and metabolic diseases",-0.5187382038372729,0.5555078383979494
5595,NCT00030420,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,others,-1.3389836271375015,-0.24138385466226506
5596,NCT01592786,CC12CC3CC(C)(C1)CC(N)(C3)C2,Factors influencing health status and contact with health services,-0.817308761353609,-0.7131363167920154
5597,NCT01013740,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Neoplasms,-0.3288316544642889,7.376610360978347
5598,NCT00709449,CCC1=NC(CC2=CC=CC=C2)=C2C=C(OC)C(OC)=CC2=C1,Diseases of the eye and adnexia,-0.7202788016627834,0.30938281672397744
5599,NCT00546104,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,others,-0.38091039246649167,0.14321121156230038
5600,NCT00322387,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,"Injury, poisoning and certain other consequences of external causes",-0.4234859210677717,-0.803743930561401
5601,NCT01575522,O=C1NC(=O)[C@H]([C@@H]1C1=CNC2=CC=CC=C12)C1=CN2CCCC3=C2C1=CC=C3,Factors influencing health status and contact with health services,-0.03810923049772473,0.4320161376699387
5602,NCT01324232,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,"Endocrine, nutritional and metabolic diseases",-0.3916558991851865,0.9022575512954807
5603,NCT00263874,CC1=CC(C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C2=C(OC3=CC(F)=C(F)C=C3)N=CC(F)=C2)=C(O)C=C1,Diseases of the respiratory system,-1.1664480571918807,-0.08833780455121687
5604,NCT00651859,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,Diseases of the eye and adnexia,-0.6153791143494255,0.27658256566995076
